record_id,kafka_transit_ms,inference_ms,e2e_ms
REC_815,2.008,7.665,9.673
REC_816,2.472,7.877,10.349
REC_817,1.207,9.012,10.219
REC_818,1.005,8.007,9.012
REC_819,1.525,8.018,9.543
REC_820,1.360,9.065,10.425
REC_821,2.021,8.007,10.028
REC_822,1.014,9.013,10.027
REC_823,2.010,8.005,10.015
REC_824,2.996,9.560,12.556
REC_825,1.681,7.910,9.591
REC_826,2.009,8.005,10.014
REC_827,2.006,7.000,9.006
REC_828,2.126,8.000,10.126
REC_829,2.004,7.704,9.708
REC_830,1.005,8.999,10.004
REC_831,1.672,8.750,10.422
REC_832,2.011,8.507,10.518
REC_833,2.005,7.515,9.520
REC_834,2.011,8.000,10.011
REC_835,2.005,7.518,9.523
REC_836,2.004,7.998,10.002
REC_837,2.102,8.111,10.213
REC_838,2.009,7.999,10.008
REC_839,2.004,7.528,9.532
REC_840,2.014,7.005,9.019
REC_841,1.603,9.340,10.943
REC_842,2.151,7.999,10.150
REC_843,1.748,9.162,10.910
REC_844,1.005,8.005,9.010
REC_845,2.098,6.944,9.042
REC_846,1.493,8.000,9.493
REC_847,2.116,7.007,9.123
REC_848,2.010,7.997,10.007
REC_849,1.564,7.998,9.562
REC_850,1.186,8.998,10.184
REC_851,1.277,8.999,10.276
REC_852,1.435,8.917,10.352
REC_853,2.011,7.997,10.008
REC_854,1.383,9.000,10.383
REC_855,2.157,7.005,9.162
REC_856,1.013,7.999,9.012
REC_857,3.529,8.999,12.528
REC_858,1.534,7.997,9.531
REC_859,2.094,7.910,10.004
REC_860,2.310,6.987,9.297
REC_861,1.601,8.089,9.690
REC_862,2.006,8.084,10.090
REC_863,2.018,8.997,11.015
REC_864,1.230,7.999,9.229
REC_865,2.043,7.309,9.352
REC_866,2.061,9.006,11.067
REC_867,2.007,7.007,9.014
REC_868,2.015,8.004,10.019
REC_869,2.480,9.987,12.467
REC_870,3.023,9.079,12.102
REC_871,1.510,7.999,9.509
REC_872,1.509,9.085,10.594
REC_873,2.060,7.945,10.005
REC_874,1.403,9.004,10.407
REC_875,2.010,7.999,10.009
REC_876,1.299,8.007,9.306
REC_877,1.010,8.078,9.088
REC_878,2.483,7.993,10.476
REC_879,2.014,8.998,11.012
REC_880,1.467,8.461,9.928
REC_881,2.084,7.369,9.453
REC_882,2.324,7.990,10.314
REC_883,2.009,8.999,11.008
REC_884,1.004,8.000,9.004
REC_885,2.480,6.999,9.479
REC_886,2.612,8.004,10.616
REC_887,3.029,8.983,12.012
REC_888,1.569,7.948,9.517
REC_889,2.038,7.998,10.036
REC_890,2.008,7.008,9.016
REC_891,1.536,8.012,9.548
REC_892,3.821,8.021,11.842
REC_893,3.499,8.082,11.581
REC_894,1.536,8.943,10.479
REC_895,2.349,7.996,10.345
REC_896,2.015,7.997,10.012
REC_897,2.010,8.000,10.010
REC_898,1.653,9.560,11.213
REC_899,3.009,7.515,10.524
REC_900,3.052,8.957,12.009
REC_901,1.749,6.999,8.748
REC_902,2.353,8.001,10.354
REC_903,2.227,8.997,11.224
REC_904,1.662,8.013,9.675
REC_905,2.581,7.009,9.590
REC_906,2.036,7.595,9.631
REC_907,1.004,8.007,9.011
REC_908,2.013,8.004,10.017
REC_909,1.390,7.998,9.388
REC_910,1.006,8.011,9.017
REC_911,1.518,7.075,8.593
REC_912,3.012,8.180,11.192
REC_913,2.401,7.079,9.480
REC_914,2.470,9.966,12.436
REC_915,2.556,10.697,13.253
REC_916,2.380,7.077,9.457
REC_917,2.261,6.998,9.259
REC_918,2.015,8.001,10.016
REC_919,2.458,8.248,10.706
REC_920,2.006,8.475,10.481
REC_921,2.015,7.010,9.025
REC_922,2.008,8.053,10.061
REC_923,3.122,11.080,14.202
REC_924,2.132,7.221,9.353
REC_925,1.435,8.000,9.435
REC_926,2.005,7.999,10.004
REC_927,2.595,8.087,10.682
REC_928,3.018,9.190,12.208
REC_929,3.036,9.088,12.124
REC_930,2.015,8.285,10.300
REC_931,2.062,6.998,9.060
REC_932,4.166,7.504,11.670
REC_933,2.013,8.076,10.089
REC_934,2.608,8.676,11.284
REC_935,3.017,8.116,11.133
REC_936,2.799,7.503,10.302
REC_937,1.010,8.999,10.009
REC_938,2.014,8.729,10.743
REC_939,3.010,8.004,11.014
REC_940,2.514,7.004,9.518
REC_941,2.008,7.001,9.009
REC_942,2.072,6.998,9.070
REC_943,2.604,8.019,10.623
REC_944,2.027,7.998,10.025
REC_945,3.028,7.998,11.026
REC_946,2.013,7.998,10.011
REC_947,2.006,7.998,10.004
REC_948,1.452,7.999,9.451
REC_949,2.105,8.000,10.105
REC_950,3.036,9.024,12.060
REC_951,2.090,8.002,10.092
REC_952,2.017,7.996,10.013
REC_953,2.709,8.947,11.656
REC_954,2.517,8.078,10.595
REC_955,1.512,8.001,9.513
REC_956,2.556,8.193,10.749
REC_957,3.018,9.238,12.256
REC_958,2.341,6.995,9.336
REC_959,1.515,8.998,10.513
REC_960,1.006,8.132,9.138
REC_961,2.034,8.083,10.117
REC_962,3.062,8.034,11.096
REC_963,2.526,8.009,10.535
REC_964,2.017,7.996,10.013
REC_965,2.062,7.111,9.173
REC_966,2.082,7.922,10.004
REC_967,2.571,7.996,10.567
REC_968,2.008,8.339,10.347
REC_969,2.577,7.913,10.490
REC_970,2.593,7.079,9.672
REC_971,1.515,7.995,9.510
REC_972,3.012,7.996,11.008
REC_973,2.176,8.015,10.191
REC_974,2.515,7.997,10.512
REC_975,1.527,7.912,9.439
REC_976,1.346,9.005,10.351
REC_977,3.016,7.998,11.014
REC_978,2.654,7.031,9.685
REC_979,1.513,9.010,10.523
REC_980,2.604,7.428,10.032
REC_981,1.347,8.987,10.334
REC_982,2.014,7.998,10.012
REC_983,2.013,9.082,11.095
REC_984,3.011,7.002,10.013
REC_985,2.046,7.475,9.521
REC_986,2.481,7.992,10.473
REC_987,2.010,7.999,10.009
REC_988,2.528,7.998,10.526
REC_989,2.057,8.041,10.098
REC_990,1.599,7.090,8.689
REC_991,2.015,8.081,10.096
REC_992,1.301,8.362,9.663
REC_993,2.499,8.240,10.739
REC_994,2.011,7.006,9.017
REC_995,2.011,9.001,11.012
REC_996,2.534,8.078,10.612
REC_997,2.010,8.768,10.778
REC_998,2.044,8.186,10.230
REC_999,2.176,8.004,10.180
REC_1000,1.371,7.998,9.369
REC_1001,2.515,7.078,9.593
REC_1002,1.258,8.103,9.361
REC_1003,2.323,7.906,10.229
REC_1004,3.611,8.994,12.605
REC_1005,2.477,9.173,11.650
REC_1006,2.077,7.999,10.076
REC_1007,2.538,8.091,10.629
REC_1008,3.073,8.004,11.077
REC_1009,2.181,7.924,10.105
REC_1010,3.524,8.076,11.600
REC_1011,2.008,8.001,10.009
REC_1012,2.470,8.996,11.466
REC_1013,2.502,7.848,10.350
REC_1014,4.012,7.083,11.095
REC_1015,2.096,8.916,11.012
REC_1016,3.017,7.998,11.015
REC_1017,3.080,8.099,11.179
REC_1018,2.569,7.997,10.566
REC_1019,2.008,8.023,10.031
REC_1020,2.012,8.079,10.091
REC_1021,2.028,8.473,10.501
REC_1022,2.529,7.983,10.512
REC_1023,1.565,8.508,10.073
REC_1024,1.279,8.028,9.307
REC_1025,3.092,8.916,12.008
REC_1026,2.600,7.996,10.596
REC_1027,2.015,7.998,10.013
REC_1028,2.517,8.997,11.514
REC_1029,2.026,8.108,10.134
REC_1030,2.009,8.081,10.090
REC_1031,3.012,8.566,11.578
REC_1032,2.590,8.796,11.386
REC_1033,3.064,7.629,10.693
REC_1034,1.514,9.966,11.480
REC_1035,2.329,7.394,9.723
REC_1036,2.035,7.056,9.091
REC_1037,1.645,9.537,11.182
REC_1038,2.016,8.994,11.010
REC_1039,2.015,7.503,9.518
REC_1040,1.492,8.004,9.496
REC_1041,2.497,7.770,10.267
REC_1042,2.577,8.935,11.512
REC_1043,2.006,7.756,9.762
REC_1044,1.524,8.499,10.023
REC_1045,2.515,9.556,12.071
REC_1046,2.013,7.006,9.019
REC_1047,1.529,8.545,10.074
REC_1048,2.547,7.999,10.546
REC_1049,2.521,8.673,11.194
REC_1050,2.012,8.311,10.323
REC_1051,2.014,8.290,10.304
REC_1052,1.622,8.034,9.656
REC_1053,1.062,8.004,9.066
REC_1054,1.004,8.526,9.530
REC_1055,2.510,7.190,9.700
REC_1056,1.417,8.086,9.503
REC_1057,2.015,6.998,9.013
REC_1058,2.007,8.083,10.090
REC_1059,1.608,8.008,9.616
REC_1060,1.525,8.007,9.532
REC_1061,3.012,7.998,11.010
REC_1062,2.065,7.998,10.063
REC_1063,1.158,9.130,10.288
REC_1064,1.612,8.008,9.620
REC_1065,2.008,8.009,10.017
REC_1066,1.007,9.009,10.016
REC_1067,2.054,8.006,10.060
REC_1068,1.520,8.996,10.516
REC_1069,1.009,9.079,10.088
REC_1070,1.005,9.006,10.011
REC_1071,1.529,8.011,9.540
REC_1072,1.061,8.712,9.773
REC_1073,1.018,9.002,10.020
REC_1074,1.006,8.999,10.005
REC_1075,1.528,9.015,10.543
REC_1076,1.487,8.261,9.748
REC_1077,2.527,8.070,10.597
REC_1078,2.015,8.091,10.106
REC_1079,2.524,8.073,10.597
REC_1080,1.595,9.254,10.849
REC_1081,3.014,7.998,11.012
REC_1082,2.005,8.006,10.011
REC_1083,2.013,7.997,10.010
REC_1084,3.525,8.120,11.645
REC_1085,2.014,8.080,10.094
REC_1086,2.485,6.996,9.481
REC_1087,2.016,8.153,10.169
REC_1088,2.014,8.404,10.418
REC_1089,2.502,8.079,10.581
REC_1090,2.019,7.999,10.018
REC_1091,2.010,8.294,10.304
REC_1092,3.084,8.930,12.014
REC_1093,2.230,7.089,9.319
REC_1094,2.008,8.997,11.005
REC_1095,2.008,8.954,10.962
REC_1096,2.006,8.000,10.006
REC_1097,1.461,8.083,9.544
REC_1098,2.282,7.006,9.288
REC_1099,2.643,8.007,10.650
REC_1100,2.107,7.979,10.086
REC_1101,2.092,7.939,10.031
REC_1102,3.579,9.002,12.581
REC_1103,1.511,7.837,9.348
REC_1104,1.532,8.035,9.567
REC_1105,1.116,9.082,10.198
REC_1106,4.082,8.011,12.093
REC_1107,2.009,8.079,10.088
REC_1108,1.582,7.997,9.579
REC_1109,1.696,9.105,10.801
REC_1110,2.011,9.085,11.096
REC_1111,1.520,8.992,10.512
REC_1112,2.192,7.998,10.190
REC_1113,3.081,7.924,11.005
REC_1114,2.543,7.966,10.509
REC_1115,2.515,6.997,9.512
REC_1116,2.005,7.999,10.004
REC_1117,3.078,8.928,12.006
REC_1118,1.511,8.514,10.025
REC_1119,2.006,6.998,9.004
REC_1120,1.005,8.449,9.454
REC_1121,2.513,7.998,10.511
REC_1122,2.094,8.086,10.180
REC_1123,1.188,8.511,9.699
REC_1124,2.506,7.998,10.504
REC_1125,2.016,8.333,10.349
REC_1126,3.023,7.995,11.018
REC_1127,2.004,8.000,10.004
REC_1128,2.541,8.091,10.632
REC_1129,2.005,6.998,9.003
REC_1130,2.291,7.030,9.321
REC_1131,2.607,7.998,10.605
REC_1132,1.218,8.523,9.741
REC_1133,2.011,7.087,9.098
REC_1134,2.009,8.514,10.523
REC_1135,2.004,8.102,10.106
REC_1136,1.010,8.523,9.533
REC_1137,2.027,7.984,10.011
REC_1138,2.015,8.437,10.452
REC_1139,1.526,8.999,10.525
REC_1140,2.009,7.528,9.537
REC_1141,1.373,8.015,9.388
REC_1142,1.520,7.533,9.053
REC_1143,2.027,8.380,10.407
REC_1144,1.563,8.891,10.454
REC_1145,2.014,7.049,9.063
REC_1146,2.604,7.588,10.192
REC_1147,2.026,8.998,11.024
REC_1148,3.789,9.016,12.805
REC_1149,2.102,6.907,9.009
REC_1150,1.535,9.003,10.538
REC_1151,2.618,8.141,10.759
REC_1152,2.005,7.005,9.010
REC_1153,2.465,6.996,9.461
REC_1154,3.007,8.999,12.006
REC_1155,2.008,9.996,12.004
REC_1156,2.005,8.005,10.010
REC_1157,2.018,8.000,10.018
REC_1158,3.012,7.596,10.608
REC_1159,2.006,7.506,9.512
REC_1160,2.015,7.087,9.102
REC_1161,3.018,7.096,10.114
REC_1162,2.653,8.003,10.656
REC_1163,3.477,7.996,11.473
REC_1164,2.446,7.998,10.444
REC_1165,1.508,8.103,9.611
REC_1166,1.510,9.007,10.517
REC_1167,2.514,8.022,10.536
REC_1168,2.039,8.003,10.042
REC_1169,2.538,8.987,11.525
REC_1170,2.227,8.897,11.124
REC_1171,3.507,8.084,11.591
REC_1172,1.538,7.919,9.457
REC_1173,1.498,7.997,9.495
REC_1174,3.010,7.997,11.007
REC_1175,2.101,10.159,12.260
REC_1176,2.008,8.053,10.061
REC_1177,2.018,8.184,10.202
REC_1178,1.404,9.249,10.653
REC_1179,1.434,8.950,10.384
REC_1180,2.029,7.980,10.009
REC_1181,2.005,6.998,9.003
REC_1182,2.007,9.005,11.012
REC_1183,2.510,8.273,10.783
REC_1184,4.032,10.086,14.118
REC_1185,2.005,14.099,16.104
REC_1186,2.517,9.003,11.520
REC_1187,2.004,7.016,9.020
REC_1188,1.409,9.000,10.409
REC_1189,2.008,8.000,10.008
REC_1190,2.027,8.085,10.112
REC_1191,1.694,8.911,10.605
REC_1192,1.007,8.005,9.012
REC_1193,2.415,7.999,10.414
REC_1194,2.456,7.469,9.925
REC_1195,2.007,7.419,9.426
REC_1196,2.014,7.999,10.013
REC_1197,2.006,7.540,9.546
REC_1198,1.523,8.003,9.526
REC_1199,2.006,8.004,10.010
REC_1200,2.006,8.001,10.007
REC_1201,2.015,8.014,10.029
REC_1202,2.146,8.524,10.670
REC_1203,2.047,8.253,10.300
REC_1204,2.009,8.006,10.015
REC_1205,1.531,8.006,9.537
REC_1206,2.006,8.045,10.051
REC_1207,1.030,9.378,10.408
REC_1208,2.527,7.000,9.527
REC_1209,2.010,8.011,10.021
REC_1210,1.433,8.913,10.346
REC_1211,2.203,8.024,10.227
REC_1212,2.043,8.046,10.089
REC_1213,3.009,8.006,11.015
REC_1214,1.033,9.001,10.034
REC_1215,2.565,7.724,10.289
REC_1216,2.008,8.000,10.008
REC_1217,2.005,8.000,10.005
REC_1218,2.110,7.999,10.109
REC_1219,2.003,8.594,10.597
REC_1220,2.008,7.999,10.007
REC_1221,2.009,8.008,10.017
REC_1222,1.137,8.873,10.010
REC_1223,1.130,8.966,10.096
REC_1224,1.672,8.938,10.610
REC_1225,1.517,8.345,9.862
REC_1226,2.119,7.990,10.109
REC_1227,1.077,8.587,9.664
REC_1228,2.011,8.043,10.054
REC_1229,1.005,8.205,9.210
REC_1230,2.008,8.012,10.020
REC_1231,2.010,8.398,10.408
REC_1232,2.065,6.996,9.061
REC_1233,2.015,8.512,10.527
REC_1234,2.020,6.987,9.007
REC_1235,1.188,8.622,9.810
REC_1236,2.011,7.001,9.012
REC_1237,2.005,7.046,9.051
REC_1238,1.191,8.899,10.090
REC_1239,1.964,7.004,8.968
REC_1240,2.069,7.942,10.011
REC_1241,1.590,8.087,9.677
REC_1242,1.355,7.998,9.353
REC_1243,2.011,7.998,10.009
REC_1244,2.005,8.162,10.167
REC_1245,2.020,8.711,10.731
REC_1246,1.509,8.309,9.818
REC_1247,1.006,8.008,9.014
REC_1248,2.655,7.005,9.660
REC_1249,2.953,9.994,12.947
REC_1250,2.012,7.072,9.084
REC_1251,2.008,7.335,9.343
REC_1252,2.017,9.081,11.098
REC_1253,1.276,8.015,9.291
REC_1254,2.040,9.988,12.028
REC_1255,2.007,8.038,10.045
REC_1256,1.562,9.024,10.586
REC_1257,2.519,8.995,11.514
REC_1258,2.018,7.999,10.017
REC_1259,2.009,8.675,10.684
REC_1260,2.014,7.078,9.092
REC_1261,2.025,8.056,10.081
REC_1262,2.004,8.062,10.066
REC_1263,1.002,8.550,9.552
REC_1264,2.025,6.909,8.934
REC_1265,2.009,8.005,10.014
REC_1266,2.008,9.004,11.012
REC_1267,1.889,8.422,10.311
REC_1268,2.316,7.984,10.300
REC_1269,1.513,7.999,9.512
REC_1270,2.009,6.994,9.003
REC_1271,1.447,7.998,9.445
REC_1272,2.645,7.915,10.560
REC_1273,2.305,8.003,10.308
REC_1274,2.520,8.152,10.672
REC_1275,1.512,8.179,9.691
REC_1276,1.555,7.808,9.363
REC_1277,1.511,8.009,9.520
REC_1278,2.535,7.998,10.533
REC_1279,1.397,8.261,9.658
REC_1280,2.008,7.003,9.011
REC_1281,2.008,7.507,9.515
REC_1282,2.052,7.000,9.052
REC_1283,2.015,8.999,11.014
REC_1284,2.674,6.996,9.670
REC_1285,3.520,7.004,10.524
REC_1286,1.518,9.911,11.429
REC_1287,2.006,6.998,9.004
REC_1288,2.056,8.020,10.076
REC_1289,2.016,8.081,10.097
REC_1290,2.009,7.005,9.014
REC_1291,2.012,7.995,10.007
REC_1292,2.042,6.970,9.012
REC_1293,1.510,7.999,9.509
REC_1294,1.685,6.991,8.676
REC_1295,1.718,7.008,8.726
REC_1296,2.095,7.988,10.083
REC_1297,2.107,6.980,9.087
REC_1298,2.149,7.942,10.091
REC_1299,2.007,7.997,10.004
REC_1300,1.540,9.200,10.740
REC_1301,2.326,7.907,10.233
REC_1302,2.006,7.006,9.012
REC_1303,3.025,9.144,12.169
REC_1304,3.010,8.001,11.011
REC_1305,2.075,6.997,9.072
REC_1306,2.059,7.125,9.184
REC_1307,2.544,8.376,10.920
REC_1308,3.031,8.256,11.287
REC_1309,2.342,7.997,10.339
REC_1310,2.609,7.998,10.607
REC_1311,2.011,11.375,13.386
REC_1312,1.005,8.170,9.175
REC_1313,1.072,8.026,9.098
REC_1314,2.584,7.003,9.587
REC_1315,2.091,7.429,9.520
REC_1316,2.015,8.249,10.264
REC_1317,3.063,8.034,11.097
REC_1318,4.131,10.992,15.123
REC_1319,1.035,9.005,10.040
REC_1320,2.372,9.006,11.378
REC_1321,2.012,6.994,9.006
REC_1322,1.509,7.999,9.508
REC_1323,2.018,7.289,9.307
REC_1324,2.061,8.000,10.061
REC_1325,2.218,8.001,10.219
REC_1326,2.584,10.864,13.448
REC_1327,3.016,6.998,10.014
REC_1328,2.516,7.514,10.030
REC_1329,2.016,9.496,11.512
REC_1330,0.716,8.040,8.756
REC_1331,2.167,7.083,9.250
REC_1332,1.392,8.223,9.615
REC_1333,3.514,8.007,11.521
REC_1334,2.525,8.498,11.023
REC_1335,3.583,8.099,11.682
REC_1336,2.016,7.504,9.520
REC_1337,2.014,6.999,9.013
REC_1338,3.011,7.595,10.606
REC_1339,2.505,7.997,10.502
REC_1340,3.228,8.416,11.644
REC_1341,2.036,8.469,10.505
REC_1342,1.553,8.000,9.553
REC_1343,2.367,8.998,11.365
REC_1344,1.510,8.999,10.509
REC_1345,3.007,8.000,11.007
REC_1346,1.740,8.096,9.836
REC_1347,2.582,8.076,10.658
REC_1348,1.450,7.844,9.294
REC_1349,3.012,10.146,13.158
REC_1350,2.035,7.998,10.033
REC_1351,2.005,8.087,10.092
REC_1352,2.291,8.998,11.289
REC_1353,2.487,7.997,10.484
REC_1354,1.076,8.078,9.154
REC_1355,1.009,8.671,9.680
REC_1356,2.558,8.996,11.554
REC_1357,2.607,7.013,9.620
REC_1358,1.510,7.845,9.355
REC_1359,3.011,9.208,12.219
REC_1360,4.024,7.533,11.557
REC_1361,3.496,7.690,11.186
REC_1362,2.024,6.985,9.009
REC_1363,3.151,9.070,12.221
REC_1364,3.006,9.082,12.088
REC_1365,2.103,8.005,10.108
REC_1366,2.608,7.919,10.527
REC_1367,2.008,8.616,10.624
REC_1368,2.504,8.081,10.585
REC_1369,1.518,8.074,9.592
REC_1370,1.294,11.000,12.294
REC_1371,2.006,7.998,10.004
REC_1372,2.015,9.086,11.101
REC_1373,2.018,8.081,10.099
REC_1374,1.595,9.001,10.596
REC_1375,1.449,7.996,9.445
REC_1376,1.514,8.010,9.524
REC_1377,1.409,9.079,10.488
REC_1378,2.521,7.997,10.518
REC_1379,2.009,8.012,10.021
REC_1380,2.313,8.000,10.313
REC_1381,1.111,8.905,10.016
REC_1382,2.017,8.997,11.014
REC_1383,1.665,7.995,9.660
REC_1384,2.176,18.742,20.918
REC_1385,3.011,17.078,20.089
REC_1386,3.015,13.940,16.955
REC_1387,2.537,8.004,10.541
REC_1388,1.525,8.999,10.524
REC_1389,1.758,8.009,9.767
REC_1390,2.525,9.671,12.196
REC_1391,2.011,7.006,9.017
REC_1392,3.018,8.992,12.010
REC_1393,2.513,6.997,9.510
REC_1394,1.354,7.999,9.353
REC_1395,2.020,7.994,10.014
REC_1396,3.341,9.245,12.586
REC_1397,1.267,9.055,10.322
REC_1398,1.514,7.997,9.511
REC_1399,2.065,9.946,12.011
REC_1400,2.531,8.950,11.481
REC_1401,1.692,7.998,9.690
REC_1402,1.033,7.996,9.029
REC_1403,3.119,8.061,11.180
REC_1404,2.021,6.993,9.014
REC_1405,2.007,9.228,11.235
REC_1406,1.749,9.101,10.850
REC_1407,3.013,8.165,11.178
REC_1408,2.014,9.997,12.011
REC_1409,2.518,9.059,11.577
REC_1410,2.008,8.000,10.008
REC_1411,1.004,8.005,9.009
REC_1412,1.005,8.080,9.085
REC_1413,2.003,8.130,10.133
REC_1414,2.509,8.009,10.518
REC_1415,2.011,8.009,10.020
REC_1416,2.595,8.058,10.653
REC_1417,2.016,8.161,10.177
REC_1418,1.227,8.031,9.258
REC_1419,2.517,8.000,10.517
REC_1420,2.023,8.528,10.551
REC_1421,1.419,9.004,10.423
REC_1422,2.008,7.006,9.014
REC_1423,1.511,7.998,9.509
REC_1424,1.509,8.358,9.867
REC_1425,3.010,8.995,12.005
REC_1426,2.408,6.997,9.405
REC_1427,2.107,7.240,9.347
REC_1428,2.577,8.463,11.040
REC_1429,2.035,8.601,10.636
REC_1430,1.340,7.010,8.350
REC_1431,1.011,8.005,9.016
REC_1432,4.013,7.996,12.009
REC_1433,2.017,7.939,9.956
REC_1434,2.011,8.517,10.528
REC_1435,2.513,8.297,10.810
REC_1436,3.401,8.004,11.405
REC_1437,2.009,6.998,9.007
REC_1438,2.034,8.452,10.486
REC_1439,2.014,9.003,11.017
REC_1440,3.056,7.942,10.998
REC_1441,1.545,8.997,10.542
REC_1442,2.179,9.103,11.282
REC_1443,1.552,8.083,9.635
REC_1444,1.004,8.006,9.010
REC_1445,2.481,8.082,10.563
REC_1446,2.509,8.000,10.509
REC_1447,2.005,8.999,11.004
REC_1448,2.006,8.000,10.006
REC_1449,1.509,7.999,9.508
REC_1450,1.014,7.994,9.008
REC_1451,1.473,7.321,8.794
REC_1452,2.021,6.998,9.019
REC_1453,2.010,7.508,9.518
REC_1454,2.008,8.002,10.010
REC_1455,2.005,7.506,9.511
REC_1456,2.010,8.077,10.087
REC_1457,2.530,8.758,11.288
REC_1458,2.006,9.144,11.150
REC_1459,1.519,8.565,10.084
REC_1460,2.395,10.019,12.414
REC_1461,2.111,7.522,9.633
REC_1462,1.271,8.098,9.369
REC_1463,1.966,8.081,10.047
REC_1464,2.003,7.000,9.003
REC_1465,2.007,8.042,10.049
REC_1466,1.661,8.111,9.772
REC_1467,2.014,7.001,9.015
REC_1468,2.505,8.370,10.875
REC_1469,1.503,8.005,9.508
REC_1470,1.595,8.998,10.593
REC_1471,2.182,7.997,10.179
REC_1472,2.018,6.997,9.015
REC_1473,1.365,9.432,10.797
REC_1474,1.577,7.351,8.928
REC_1475,1.510,6.998,8.508
REC_1476,1.350,8.085,9.435
REC_1477,3.011,7.996,11.007
REC_1478,1.010,8.001,9.011
REC_1479,2.510,8.087,10.597
REC_1480,2.008,7.999,10.007
REC_1481,2.124,7.887,10.011
REC_1482,3.013,7.999,11.012
REC_1483,3.519,9.478,12.997
REC_1484,2.009,7.999,10.008
REC_1485,2.675,6.972,9.647
REC_1486,3.613,8.079,11.692
REC_1487,3.027,9.206,12.233
REC_1488,1.009,8.000,9.009
REC_1489,2.610,9.090,11.700
REC_1490,2.511,8.199,10.710
REC_1491,1.069,9.010,10.079
REC_1492,1.563,8.001,9.564
REC_1493,1.241,7.999,9.240
REC_1494,2.100,8.987,11.087
REC_1495,2.520,9.250,11.770
REC_1496,4.744,8.008,12.752
REC_1497,2.020,6.991,9.011
REC_1498,2.095,8.116,10.211
REC_1499,1.524,8.066,9.590
REC_1500,3.020,9.994,13.014
REC_1501,2.614,7.013,9.627
REC_1502,2.007,8.138,10.145
REC_1503,2.747,9.000,11.747
REC_1504,2.012,7.997,10.009
REC_1505,1.006,8.000,9.006
REC_1506,2.107,7.005,9.112
REC_1507,2.442,7.093,9.535
REC_1508,1.538,8.000,9.538
REC_1509,3.025,6.990,10.015
REC_1510,2.060,8.005,10.065
REC_1511,2.478,9.055,11.533
REC_1512,3.379,8.843,12.222
REC_1513,3.009,8.000,11.009
REC_1514,2.009,7.999,10.008
REC_1515,1.304,8.280,9.584
REC_1516,2.012,7.999,10.011
REC_1517,2.499,8.077,10.576
REC_1518,1.179,8.006,9.185
REC_1519,3.035,8.997,12.032
REC_1520,3.239,8.000,11.239
REC_1521,2.014,8.517,10.531
REC_1522,1.535,8.004,9.539
REC_1523,2.306,7.999,10.305
REC_1524,2.366,6.998,9.364
REC_1525,1.368,9.790,11.158
REC_1526,1.093,8.007,9.100
REC_1527,2.067,7.693,9.760
REC_1528,1.516,8.082,9.598
REC_1529,2.016,7.009,9.025
REC_1530,2.314,9.338,11.652
REC_1531,3.057,8.079,11.136
REC_1532,1.532,8.030,9.562
REC_1533,2.007,8.008,10.015
REC_1534,3.029,9.026,12.055
REC_1535,1.434,9.262,10.696
REC_1536,2.516,9.078,11.594
REC_1537,1.511,10.088,11.599
REC_1538,3.012,8.114,11.126
REC_1539,2.050,8.003,10.053
REC_1540,1.361,8.003,9.364
REC_1541,1.517,9.084,10.601
REC_1542,2.820,8.408,11.228
REC_1543,2.021,8.996,11.017
REC_1544,1.008,9.214,10.222
REC_1545,1.097,8.916,10.013
REC_1546,2.601,8.615,11.216
REC_1547,1.009,9.016,10.025
REC_1548,1.324,9.445,10.769
REC_1549,2.007,6.998,9.005
REC_1550,2.008,7.505,9.513
REC_1551,2.271,7.005,9.276
REC_1552,1.108,9.008,10.116
REC_1553,3.008,8.998,12.006
REC_1554,2.930,11.115,14.045
REC_1555,1.603,7.930,9.533
REC_1556,2.070,9.432,11.502
REC_1557,2.277,7.352,9.629
REC_1558,2.446,8.072,10.518
REC_1559,2.059,8.004,10.063
REC_1560,2.004,8.010,10.014
REC_1561,2.804,8.803,11.607
REC_1562,3.025,8.504,11.529
REC_1563,1.409,8.156,9.565
REC_1564,2.231,8.795,11.026
REC_1565,3.137,9.269,12.406
REC_1566,2.565,7.947,10.512
REC_1567,2.017,7.687,9.704
REC_1568,2.039,7.998,10.037
REC_1569,2.011,9.078,11.089
REC_1570,1.146,9.084,10.230
REC_1571,2.013,7.996,10.009
REC_1572,1.514,7.003,8.517
REC_1573,2.582,8.908,11.490
REC_1574,2.529,7.998,10.527
REC_1575,2.156,8.003,10.159
REC_1576,1.087,8.101,9.188
REC_1577,2.005,7.999,10.004
REC_1578,2.214,7.000,9.214
REC_1579,1.493,9.166,10.659
REC_1580,2.079,7.559,9.638
REC_1581,2.021,7.424,9.445
REC_1582,2.012,8.007,10.019
REC_1583,2.010,7.999,10.009
REC_1584,3.019,7.278,10.297
REC_1585,2.018,6.985,9.003
REC_1586,1.052,9.488,10.540
REC_1587,2.012,7.998,10.010
REC_1588,2.014,9.080,11.094
REC_1589,2.441,8.013,10.454
REC_1590,4.171,8.081,12.252
REC_1591,2.006,7.081,9.087
REC_1592,2.013,8.995,11.008
REC_1593,3.183,9.187,12.370
REC_1594,2.004,9.001,11.005
REC_1595,2.004,12.000,14.004
REC_1596,3.009,17.020,20.029
REC_1597,2.265,8.003,10.268
REC_1598,3.494,8.996,12.490
REC_1599,1.044,13.001,14.045
REC_1600,2.014,10.053,12.067
